97237,72675
110245,82710
110415,8192
24710,54747
103037,101299
48447,29715
81693,19579
87129,35164
93979,33501
95525,70289
54958,74033
91800,85089
7670,15217
80846,81038
29543,338
65936,43321
117719,96496
31247,23788
68359,105987
25035,5235
23912,65684
25989,43784
103734,62667
100519,92615
47045,65976
86661,85825
62819,31631
102903,32698
16798,92639
34004,109503
40679,28765
7391,24107
104924,74365
97121,114454
17106,47450
51703,10832
31032,52141
1654,81977
102217,73900
37289,13465
4747,83622
49879,19317
21516,44048
22762,81029
9039,92708
5903,62657
70761,15752
81466,108621
44557,86996
66955,106930
61494,85555
32221,69312
2293,31427
22232,37444
74791,2198
69152,84856
73570,104303
67439,72914
15799,66766
31835,61921
86043,82752
14086,49719
119150,8410
58623,44669
89605,29943
117311,2431
17992,59816
58699,26971
20639,61370
5836,119891
102857,94833
63328,78177
34410,57683
85176,83489
92091,30434
44711,66904
91026,64891
50790,100522
39364,66890
44884,36813
21441,27127
76179,25784
74537,49870
107561,32581
14165,25802
37732,7332
27854,19759
89847,52377
20462,19010
103819,18150
13377,60941
63836,66720
72299,76112
94759,99956
94390,56152
90048,95014
119044,114918
150,30101
61295,19821
55731,44501
88245,34961
66057,23510
113928,110805
62173,62137
29669,119096
4503,47421
38675,78518
24300,36489
60262,52054
28263,78643
104889,5250
56735,29415
31364,12494
90963,67758
25652,5092
117316,46714
41420,118060
87450,103368
78741,11847
39196,4787
102501,28234
53128,110571
97448,87875
57253,41871
29329,82293
73719,93471
58820,85764
81079,62630
74410,8080
26113,63342
78138,48382
26044,18828
118393,63575
40980,29000
25596,85947
47370,106087
106543,32733
102852,50261
16824,74400
62380,50778
71857,93423
19498,7014
92845,21662
108509,6610
76849,29218
99290,95055
85743,78555
76385,46534
46275,37321
51151,1226
15251,54459
112783,116714
46437,57879
107698,34100
23137,94285
45878,78284
30342,4915
5960,103067
55140,90707
63566,80728
562,106363
41969,82890
32623,102278
77313,85761
7010,114840
56978,6000
47394,54507
67656,6551
41786,113431
114544,80739
88776,67584
114252,94108
115514,111454
75019,63028
66671,72370
116663,27947
84024,104543
36854,26008
74981,20552
66288,8163
28359,91019
55379,75356
99461,48487
108353,63899
65788,114244
89880,62466
18283,105274
60236,118909
18567,61834
47939,109684
9651,89549
29266,27467
80110,19589
46327,17773
105581,49295
7936,117874
45435,118231
86972,63028
79798,19070
34587,6297
89089,62646
29090,118111
46612,37463
72112,3781
111951,89230
63321,93213
55128,91950
68600,88959
29754,89992
55194,43330
88632,73559
18777,27779
78632,103272
86383,79081
117153,52622
38521,57956
49818,35591
46900,80196
74120,2704
93599,87129
7144,19175
100870,98416
4599,107080
74618,84288
119452,88128
72800,87662
104840,79149
86385,66583
44515,110659
34878,45959
38561,68382
48048,84054
49440,111381
98770,102028
100251,47544
45869,37595
32469,2710
68172,45923
32125,96219
98850,61431
71243,47846
5869,6670
81394,14610
66392,91064
109524,119361
79519,13620
1562,91661
63725,79434
5949,102090
57322,46260
20093,39928
25122,36381
66366,86468
11023,72722
86639,63517
8793,9364
79178,61956
36771,68341
111355,80836
8489,99728
27120,74902
70312,119616
113347,53946
112851,102672
85811,46523
71736,42605
69607,20633
107866,71553
61412,77925
54040,99153
34257,101733
68295,68139
2251,1258
12694,74160
51138,69929
119875,4598
114292,65633
54562,83276
33236,30646
63873,9464
67484,22192
94119,53842
99328,118859
80262,44145
45716,47127
12172,68748
104000,54370
21398,41292
109545,48928
52300,32143
52192,93563
34783,64272
109801,24009
86221,14486
64513,55769
112531,45357
25819,49486
66856,19816
84254,69754
109814,82615
86537,82966
47297,18877
25760,77412
100191,118231
74174,52463
54877,60324
54784,7833
26750,119527
44999,57429
79609,92144
35364,92451
72812,91979
84134,52407
73583,7600
14259,28310
60753,115891
19321,113225
5253,93929
116096,50553
90661,64858
107491,102963
102920,768
61687,96526
15472,35219
95641,98204
102951,48092
58445,101370
9474,61962
36176,25317
45826,38413
23344,102571
5979,71035
28129,97288
39848,20978
25617,57723
87838,19508
88929,34926
69968,111806
25199,12255
79829,3276
63488,87896
102819,1864
51137,72416
100318,64491
20683,38398
71120,39748
9961,65651
71018,115977
99946,78661
51478,112228
105063,105235
51506,111308
98968,75679
24119,47323
109677,79392
18953,76978
111853,9295
68271,68475
20204,86962
48032,28819
83531,54035
89468,72468
52610,30234
67270,26778
26265,9045
23279,9075
75327,112687
25363,99037
15766,94534
3083,58675
86184,79555
84156,117399
43664,52093
37886,80633
4924,88047
194,11330
56767,25665
66910,111682
56805,76314
19652,96241
13585,117591
57806,24760
37960,912
70403,63430
61085,54200
88585,104467
30484,43988
115200,95686
60100,105495
88199,1102
4428,7183
73917,107136
87802,114489
96578,119725
20789,6722
60595,100605
42319,78691
20721,17774
18514,69862
95706,111283
54626,116419
43801,74330
97644,52375
103258,101462
103131,46736
80720,8308
41024,86947
60508,108411
19397,76000
78314,41896
13999,15645
32533,34962
539,13754
118821,94286
56536,40010
14662,18173
34493,26635
94988,84571
66838,84821
44891,98413
10560,89957
64092,98743
49775,32768
90413,20415
56636,79891
23347,14369
94832,104134
68928,35143
879,70906
79054,105807
92537,15203
44421,7447
71034,31949
39416,7759
41938,58550
115183,32186
101096,119685
70524,97922
60363,69181
93012,33251
72202,35495
101536,53454
22208,86980
48031,60830
32095,6714
33112,92136
69937,42009
15685,42919
44381,109610
59908,11609
19439,12867
76119,91266
34999,44520
14515,82577
19922,117142
3980,55881
106885,110030
76325,12436
106994,103945
92602,43233
108480,83456
92834,116517
78881,68781
113458,42805
54992,94160
8651,16201
68542,73944
49635,7555
1872,97443
67322,117013
18441,4781
85779,69518
67160,101729
24955,99082
49364,103032
59313,99195
114328,102504
99855,37711
83881,11610
99904,72551
97616,76761
68864,85405
32122,5113
4943,88636
105118,52994
112188,53743
117639,74502
110343,55070
16219,48212
103317,49932
67782,114097
7859,87073
95590,84819
104010,60911
53015,94978
68542,36045
8270,80562
23008,33983
51099,709
118213,18550
42951,94665
3502,91617
14953,95299
97916,27584
111869,47442
63503,41515
114329,107257
33382,90264
29352,45154
12526,36027
58755,49259
82952,107386
107422,79129
43786,35549
61879,29198
38890,98603
54686,32443
48827,53585
100198,8587
70817,94031
53476,27461
51563,30214
106383,106832
49722,85511
12791,42871
66142,84733
111553,58030
102380,78704
24915,38887
37110,26681
51558,8786
31433,104040
62659,1936
57562,76938
29754,74526
113526,49712
27595,58621
61177,50341
89158,63054
86020,37197
64727,32451
59462,10332
102937,20804
86057,94405
907,79943
14258,16539
97343,103697
62281,52965
101457,75605
50117,108412
85624,70184
61459,40299
2216,54740
116851,107846
52922,16893
58615,78049
91361,13649
117231,17796
86123,10696
47444,35250
116238,32431
99359,35935
21265,57801
118387,112437
3948,95120
15424,103894
22775,7903
94989,76286
70845,34143
57257,96332
113261,25578
77104,104202
117031,18220
84686,78630
18643,22367
85648,103844
97317,109749
110125,61273
7863,85416
86680,55348
40979,90957
106814,92705
32189,113307
34905,114527
53614,83715
59308,38897
49449,37495
96029,49026
47866,24398
98985,66662
77518,18853
30579,56203
113383,50723
70559,13221
21174,99034
102675,40702
9436,63279
62915,34750
93013,68850
52492,22948
84083,62981
65847,103208
112706,70178
2306,38267
44114,33910
24470,87358
68617,44946
22304,57656
109663,53637
89898,111734
68656,8508
73012,99113
16280,76724
99104,4613
12073,19962
92979,24377
28269,11147
85631,39753
5633,18739
72520,51194
77597,89424
116871,24958
53320,48948
28018,77401
40517,6392
72613,63580
51356,67940
108594,63868
55670,42463
81649,5134
56425,79871
91891,105650
61217,30010
62654,116525
23901,105494
36392,18034
24970,72546
16187,76121
31565,83589
92971,74865
111160,32110
80775,48109
29694,63323
111534,38474
114414,75494
80423,86875
73077,61357
105627,65222
85574,90172
78839,24039
8183,74417
30530,33890
82606,34896
22012,45895
111938,77516
105321,69684
39227,15578
104460,21972
83487,43635
31581,110526
79194,42030
91295,69258
13419,42212
63443,52312
88706,46628
86593,3926
71226,82726
42733,52981
115296,69392
58061,119009
1377,116124
70522,54240
61052,37815
95180,31292
77151,86052
14973,84677
50417,87626
52465,106261
22739,100849
105007,37719
92430,10376
37825,73581
48327,118659
73497,81193
18225,44829
98822,71348
52553,40879
69468,76227
57424,76431
54277,56406
100500,101272
71601,113930
90698,59077
94549,67294
17127,63652
100059,119577
34670,18151
87224,17084
25020,55015
85219,14177
78695,46895
85664,105600
75118,45117
73723,61617
83754,99568
18587,34575
64913,38122
84157,10716
100582,80142
20962,8008
58440,77305
41170,37406
105201,108719
91620,32962
70317,57135
111752,894
63235,104610
50831,4363
111851,83847
15451,21110
65549,69447
46234,51748
109223,28088
46771,60932
48959,47256
115345,94702
39723,32889
51819,107494
54886,77107
97392,52500
44946,25401
109365,92744
22756,14474
77917,95775
63695,62866
46864,116491
90791,79940
93756,114059
19897,18097
115309,55563
26022,9085
116899,13519
31720,47392
30148,74053
115776,62876
76833,113797
95193,2903
28008,104374
106766,96303
96630,87581
29186,23725
47669,96425
55158,23185
32399,65421
83114,70260
115056,94872
10053,43853
55775,54581
9555,76162
105048,2745
79452,20470
81631,38400
12263,109547
98919,97370
108201,23959
78582,91579
38996,96029
43501,67656
30930,85581
6420,36362
42151,54045
113170,28454
65157,85093
28015,29808
73861,13966
71173,1878
53086,27030
73052,108026
94379,49710
23432,1951
25772,23301
110187,118879
15608,57537
117036,16202
78478,77123
64088,42574
24509,63596
75123,48762
98123,97846
83879,24155
41674,18722
51431,48657
24971,76579
46194,60527
64656,26036
118216,18347
86813,36584
30257,15860
91557,42600
1236,31513
87533,46475
108910,116162
73266,63806
105108,87507
82173,67537
87896,10055
3224,44466
25408,46833
39561,20557
103571,36576
16114,85914
61289,15735
11859,112638
88694,48460
12927,48343
90842,18455
92121,95711
83580,41612
88809,115690
85483,81545
68438,12434
100938,102764
66481,112840
4550,118
21175,33598
78274,40687
18842,45588
69820,77782
9805,14734
89220,88046
37903,114620
118850,46975
95362,82342
67070,102438
49142,108115
24735,67177
78734,42267
99874,37580
37390,60696
3006,5881
116043,32272
81355,83638
101975,20620
87375,61986
38197,29305
537,52595
114783,85495
176,78883
45082,99827
59151,22599
75305,108951
116377,54006
23790,39595
38396,53661
68231,112725
80606,4379
90470,114024
1357,19122
84053,61473
75280,54503
115083,55934
82582,19857
39563,58041
4637,57829
74687,52786
119951,76094
31622,109630
29630,43154
111506,23219
74717,76483
9139,55913
91692,50639
36144,40068
18083,6429
31865,19805
93387,40940
12287,19197
6679,49568
70363,78900
117999,31447
61501,14488
97205,50320
26244,63572
113076,77430
29319,78969
72988,21629
116152,31132
104558,108607
91681,84562
53216,44409
89245,97548
13685,63708
60813,92867
88105,19614
89654,76335
118470,16163
13979,46958
20039,64059
39945,8523
113748,102744
75177,26737
107491,99042
80498,99777
92004,74382
85556,20175
63133,33210
41292,100670
24270,72953
25353,89328
70128,95873
91082,13771
9300,56405
13455,7621
105384,68934
15847,78328
112488,28785
64308,106158
12774,102923
48261,83872
3924,13335
76389,82856
113344,74998
57747,87895
23967,7383
114576,95943
40836,70537
112146,104362
19757,69942
109596,22903
48381,25281
19294,73788
63804,11655
110687,81983
82217,115565
115293,46256
109938,1851
19487,14190
12680,103832
93526,46429
108707,93414
17617,79925
102638,107526
79545,71357
76125,82307
33879,53551
61641,51959
23981,74465
36325,92494
33893,43064
94563,15429
65501,106872
36940,78053
74329,12232
22280,99359
25474,110040
78776,45589
67704,30018
54968,77486
111266,80662
46374,57698
19821,68027
64415,104227
29841,108409
30158,20935
43765,24761
17761,32832
50272,81219
66194,8803
85254,58131
20516,92304
87683,47474
95113,2411
95544,45708
21759,103805
114672,3792
1172,110215
115229,83513
17143,41480
116509,78305
89184,85049
59511,91209
98383,20848
55785,94307
30760,51580
52989,52063
79733,48566
98585,70200
87585,14442
101174,11391
58663,54893
3303,48198
10363,37761
83991,70177
31089,80797
109829,13712
20569,35860
66531,51465
46711,87513
18096,80050
50804,1123
40888,23722
43820,55816
68365,68377
23372,112612
50380,44076
7900,17041
102618,4475
11919,25943
50763,2781
82058,23582
5467,46152
52551,76461
45895,1617
82429,49627
116991,32286
25460,13456
74992,19001
63239,116411
60384,91970
3513,62670
118308,23985
6120,99357
67245,77297
10879,8199
19702,9783
96167,108419
95969,100137
69829,7799
114618,57218
28805,10815
63837,58315
97129,63024
59915,89966
27472,44496
50160,109778
54279,90371
25324,25445
780,95577
116558,113954
112115,74608
69621,4608
81945,111852
76095,84211
119010,80160
3282,100910
18282,22110
112301,69860
59635,118020
112684,96006
86605,112708
45777,80624
40049,76993
76544,99416
51624,67081
57061,61985
95638,104203
27507,36022
47013,55295
44851,114183
85698,37857
47800,30356
41089,81801
114499,18010
6674,78295
31528,79691
64647,82581
113293,12520
116168,32415
77476,108524
53053,34764
2487,55795
8519,82693
74806,29505
92231,105378
41349,11230
64209,23387
34632,70974
62984,67270
14553,32911
119388,23164
19938,44688
20607,72662
41158,52816
29175,28977
29492,45377
62029,52290
109860,83751
64027,66521
11439,35740
13364,95777
89136,101005
63011,11684
80655,52975
13159,41539
62649,3899
42172,61974
71990,95466
76742,46222
93021,3460
49834,59447
21293,90417
44101,365
58248,20774
102332,34388
38765,69258
39002,65310
60719,76310
2437,53992
50736,90848
14008,89750
110933,319
20037,92632
109694,55593
56010,112811
95905,33458
83207,38553
35574,104664
11907,53802
50814,104869
35439,39514
81087,48595
84448,64067
107313,71867
76560,42253
67670,48883
114956,36368
60226,53400
85322,75437
105199,105571
99896,9417
49341,4158
50435,98888
12471,57873
70107,51920
76292,4193
64552,4189
53013,34828
57603,96198
40417,103550
81988,86546
21043,81365
39688,56811
81766,26443
27638,112004
1167,757
8122,113046
89331,96703
74120,14027
81464,26951
18205,68729
117842,28416
92188,117150
66685,59302
673,58045
13397,115
111252,94388
110386,45528
9717,26622
40723,28326
33196,9661
17079,77884
90842,76890
9597,80628
112311,6343
115544,67452
93925,87238
108072,58387
45457,81515
54327,19761
782,32977
83144,9228
71813,108535
33901,75239
28723,10323
18964,90991
31458,87959
15343,73748
95527,5452
15133,84008
85541,8121
89899,18469
66730,5381
43576,33213
89507,37154
24398,85469
32415,92680
93647,110827
95475,55788
23186,97864
112247,109706
14038,42627
40702,39331
84079,60757
41146,14727
42440,72738
34441,84842
18502,15465
5369,78011
103908,3502
1843,55373
47080,69836
53002,6564
105970,41401
45587,94040
49108,15955
90205,6787
74414,118401
89665,19999
112159,20457
21390,11043
76882,55482
22903,6239
57184,34261
88604,54432
105027,75784
6524,84856
67414,114707
104948,119608
113904,34987
106835,106732
61136,21757
18525,6564
43954,4328
2233,73623
62230,13244
7370,15132
51304,20285
4679,76164
97655,17126
72679,81410
56720,80590
93501,39224
11349,7967
88802,110710
23504,36763
27160,13964
1928,89927
50101,1600
68382,46544
114985,50069
34823,84855
26768,31678
18927,42869
48274,19421
69237,82557
57320,59789
64812,90242
66683,15802
87541,23152
45067,42987
36288,25107
105033,58832
27281,33503
53232,33427
35750,103985
54970,50019
95023,1865
28574,14217
63818,49793
118200,98534
26791,93357
30119,40545
51793,86612
83079,50969
7518,95830
112498,3549
13657,37190
56768,90808
89426,64872
36652,80117
4993,65611
67441,103731
100707,35268
40763,16801
51922,60737
69258,86978
35046,91194
98163,73583
31910,107084
98773,53787
15232,28769
21307,13762
54484,106148
64135,4630
31698,78594
85626,37050
56134,119815
65068,4591
72599,110371
21569,67601
87396,410
112873,93592
33011,21128
90900,41512
42379,66539
47069,72851
28414,33864
26884,79611
84644,44991
69127,74441
21399,57397
32495,6
101291,118911
89538,77882
119453,88318
55123,117003
25980,117808
36873,39937
94180,79899
84293,48249
110143,41818
51946,65075
25775,98281
58776,50330
8335,72128
27448,36197
38162,93661
57247,14337
60814,85195
66630,48807
27856,43325
98343,39666
110015,32850
51142,73075
20523,115865
50012,70029
13380,12973
14157,92556
79223,21353
40006,10952
51376,31362
13938,36211
57266,74294
74309,39682
47396,56009
29296,93644
116735,78765
3658,57003
83903,49404
101846,82955
105950,6175
33627,115963
152,83711
99784,37987
4116,35277
105251,77290
70683,15220
71999,94790
20242,102311
106836,65262
67660,41269
114714,22278
41066,92957
69899,58850
52019,75298
86643,85968
8176,56501
56046,115488
57720,52481
49249,55711
28347,44844
18476,66796
106078,38256
88236,5662
35639,74639
86479,10487
98266,3100
101606,92091
80356,114898
93346,116870
1633,19001
63590,14384
48058,101127
94594,105986
78097,27089
101235,83727
82968,66500
1464,3540
29788,40210
41883,23223
107831,71623
29156,58714
65812,4169
65752,70162
84881,37935
88235,1671
46424,23070
2866,77593
111128,45626
72333,12199
101303,66126
76688,94241
72489,88419
2681,34415
111923,57798
6452,80268
22961,14889
46501,59183
48993,77420
39613,101042
20026,37250
72956,96432
42306,89892
78964,30902
7906,32090
84719,44302
48134,78275
105992,53432
89594,82769
59043,57947
86427,86795
96964,44793
99166,22094
14484,48558
53321,94666
16870,56742
15592,113154
91129,18545
114547,79272
69780,38796
111697,60246
93540,30106
64400,67643
3781,59414
11775,34217
29302,103892
77011,46868
34275,86137
27798,107432
48737,65766
53586,115692
40504,2960
79459,9615
76395,56385
89281,93063
36268,72564
69078,18425
90504,1115
108526,111586
37740,115723
2908,61550
113059,45420
85097,94079
93018,58317
79157,2030
60721,24051
21071,49528
36022,41599
58952,13256
62749,57076
85704,3648
6687,20633
12014,68657
41059,74210
12276,45800
80016,10170
6072,10555
5442,14786
27914,73586
60129,68283
53587,1587
5731,117659
97585,2199
15719,54571
19269,80703
55653,29596
20441,105298
48148,68237
54226,65021
77928,111994
32563,4327
88747,34198
112931,21190
114890,51330
45723,91617
105129,25307
67183,99539
43374,38433
49146,29489
67131,42871
60155,19036
59479,37146
3084,108876
35874,106384
76385,25887
110545,109249
2900,71986
24308,117413
70912,103527
52950,85642
92185,116971
11349,70854
9968,84260
114596,84759
10673,23298
41685,19948
75619,91167
8104,73133
92429,39790
6094,71966
88031,76411
96269,63758
3399,114757
104745,73423
16655,91775
55220,79676
74975,105085
103768,4592
43567,77824
114144,111786
99190,101113
49325,1238
42743,6703
70312,43611
112896,45872
45063,105896
90827,72365
20703,40219
89243,87871
55600,107249
51529,24738
35797,11965
50916,40443
45779,36947
49648,57177
77148,56580
74560,33138
67992,33761
51517,99076
112588,45542
16145,15104
11779,4469
2675,15465
105753,30715
80540,113169
40027,110701
43156,99510
97585,21693
36706,54593
36472,39815
98299,61505
446,6953
73037,43149
41822,107120
96454,16822
103846,55459
8196,67128
35752,41216
97657,34876
2299,113193
50903,112536
24263,40435
84515,87119
35621,54493
70152,115344
42515,112876
62623,51980
35009,76937
102923,91885
30742,94441
12757,84802
78698,54243
104162,119385
79334,51992
57123,94679
39083,31894
97386,19552
72193,72277
3609,99454
51067,60568
99598,87150
11052,86854
17432,89508
39401,86190
20141,112344
32194,26287
105174,110331
114937,61582
66296,100881
68272,113182
27433,67256
65236,115530
69415,10070
51311,105333
30546,3445
9520,24597
826,107912
100014,33833
75501,27177
31983,63535
9945,366
83870,9269
110547,97584
104781,17332
33641,19281
117501,77247
86223,6815
58861,16661
32232,101026
70740,81562
13964,93759
89577,84435
32055,103823
38926,112059
92923,85865
28939,89646
43667,24721
52083,61951
61673,53043
82586,49599
28417,33861
71793,27155
118614,90294
22916,38673
105207,61201
93380,28058
69804,74091
98844,77381
79963,33198
74592,51490
55720,67954
42429,59740
99181,9960
77555,16182
27979,16965
46495,40415
53250,54888
106789,62425
18457,84186
86382,84045
98714,31693
41642,1081
11312,73996
53966,34366
117790,114061
109489,79659
67635,71219
18336,111992
3323,42781
38602,78805
103627,56618
116105,81663
28092,4138
1549,103933
7108,64736
73231,6496
97028,42709
38544,112217
99936,85436
97309,118539
111290,76814
84004,90868
78056,73284
82017,68275
100665,55912
59610,119459
1188,37348
82633,106832
32734,19906
10650,11210
44707,94775
12420,24308
77721,29507
67199,17957
110461,104207
25190,107710
50600,7136
29578,47238
78893,6115
86915,76572
7647,65343
82751,68339
47995,86626
31614,25685
106419,47080
113098,98856
76209,101489
67645,40165
1076,102151
42441,13973
76815,66744
5746,83003
75283,96540
100133,35253
115886,22852
83812,6668
90282,13387
27568,10562
95704,119596
64812,76964
58809,35045
60016,91709
52261,578
102361,113031
50512,75011
8056,11960
14999,19197
18342,104506
53523,31544
3907,27284
102787,50580
57,100378
20940,20809
96262,118066
68121,95936
28807,60926
4437,13136
116106,55952
46330,11967
66600,91036
43616,63515
44446,56599
91677,45312
30480,95636
93124,88910
30587,114254
64935,82023
39431,111173
9777,76757
63894,71216
112665,58471
94012,66476
35325,114507
44209,6075
51450,78792
15606,108563
81188,114029
102200,86736
62003,73315
104031,77275
69197,10108
21696,59509
11716,10677
26675,109024
44557,20519
15092,105544
2657,79115
14972,12254
117225,38167
97137,37748
103796,44870
3536,111413
60642,28041
109678,62603
50981,68362
50219,2808
36711,113776
16182,52367
92423,23668
11120,110951
64420,10749
76662,57624
14291,36865
35771,36029
28869,24073
2383,94127
64568,80988
78011,47230
63624,107957
54639,45259
100660,43179
6624,40477
93686,106601
35865,68032
65747,30362
22291,27179
112991,87000
36687,18431
38623,52718
86035,10310
97224,54219
22557,107292
38264,33376
57905,77336
13431,64366
38492,16726
115920,91677
77404,60985
31307,25505
110412,1806
71571,11218
87894,39781
24069,103233
35071,63381
8586,16062
104800,87619
96141,4479
9109,110185
90379,39582
61980,117656
49019,3494
103486,32959
1122,45463
1383,112330
75728,60450
63599,80065
100597,39839
83683,93613
63553,118692
26824,18153
65713,101495
15011,19720
22569,67843
17568,23467
56151,23510
35315,51264
27391,59249
83540,112887
118023,32044
42538,21121
42067,77352
62752,9812
35456,113062
50551,59184
16300,7616
98027,62717
9220,8208
63110,94861
84090,26863
54090,44658
16504,28932
62742,97173
67810,39811
90257,98653
83014,51872
18900,47407
108021,15338
108760,93481
88034,47537
104882,106641
49510,60633
637,31504
17109,76391
91449,19160
77071,48536
47959,33949
105475,78725
100387,14828
81880,18007
90955,42772
53007,105623
100997,83062
13712,111014
74238,67596
59419,41347
67863,38174
70558,61269
85132,36012
67,71179
110722,34366
17448,74254
21263,75884
82647,101779
104600,93137
110823,99620
24611,116955
85138,23645
90219,17709
26777,50143
77708,42292
4276,81749
100002,77152
51013,46271
15874,113671
89104,49701
72186,100391
34200,64422
91215,40064
7957,64871
79413,82982
85877,61685
62350,86558
35870,80854
104409,85605
22210,7374
117791,28458
66066,62977
13983,119571
3715,90733
53491,58258
57221,113544
74683,35318
69173,21585
53440,80484
65027,2761
11028,72006
48615,31173
94014,47631
87354,48612
8932,67412
19139,64379
101112,35757
110818,28401
18047,36035
114187,22325
17993,110059
4933,25853
82407,59407
2252,92093
78690,118269
71033,107935
72823,2276
114161,10418
15315,64649
81779,88932
100802,38588
15935,78756
95605,18222
60234,846
3404,104175
58793,96420
60848,61798
93187,13646
9297,74167
57420,63739
50173,49299
58116,77605
10656,10364
84534,6600
84417,52261
84656,110700
76429,103199
35604,48788
63327,100460
101196,112834
85482,31753
84648,49901
51904,96340
4436,42550
48022,17984
49681,89719
89372,73601
28790,13443
50369,58674
55779,96208
52585,99085
74322,81211
80078,26087
8002,58575
45621,25382
101916,118793
18670,5160
18281,37875
27912,26863
113551,22228
2048,94887
117257,59789
71090,14605
8089,35005
108489,88385
74767,52936
66105,27623
36359,107336
48888,98234
116451,29732
19666,34888
18535,93515
25769,11297
32087,100886
86390,20390
28169,64552
17296,9255
119801,3200
33890,21234
41594,36600
98874,12588
102286,84025
12353,3391
7868,15275
6420,4081
81499,57085
84795,20619
4851,42995
3139,106395
34669,104445
87798,103994
102179,50447
60743,119196
80926,90463
90945,31326
91771,86019
985,109919
1480,31079
31734,62126
73047,58358
104624,30496
108473,100598
61991,48553
33539,49800
70530,15706
19660,90128
50938,110500
85610,110728
25058,45487
194,5152
68980,4856
87698,107615
14055,1422
90343,83759
44449,25128
112100,89470
89065,59592
5889,30466
48592,67452
34157,51724
11490,35087
104205,50231
114689,26456
119338,84890
115750,64967
69196,117291
111944,15816
10233,25958
39862,83066
76319,109232
87402,32918
81977,82781
37193,113889
13947,12971
38849,45047
8341,33965
82679,117614
102399,28760
12266,71527
86771,60094
62017,29041
47995,100615
107097,65974
33851,16974
80446,39217
116379,68266
15079,53001
31997,104052
1237,115650
103870,15331
88014,100068
118197,54491
29878,100513
29219,42529
57912,95803
87536,20498
79689,11286
34109,9543
3795,117499
